CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Imovel,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL,CNPJ_Fundo
,2017-12-31,1,Recreio dos Bandeirantes,"Lotes 2, 3, 4 e 5 do PAL 45696 na Avenida das Américas - freguesia de Jacarapaguá - Matrícula 425234 do RG 9o Ofício do Rio de Janeiro",2017-12-21,2957.79,1.0,"Unidades residenciais a receber por permuta realizada com terreno anteriormente possuído pelo Fundo. A incorporadora é a HESA 158 - Investimentos Imobiliários SPE Ltda. (do grupo Helbor Empreendimentos Imobiliários S.A.) que tinha a obrigação de entregá-las prontas e desimpedidas. O Fundo possuia carta fiança do Banco Bradesco que assegurava o cumprimento das obrigações da incorporadora, no entanto, o empreendimento  não foi lançado dentro do prazo avençado, cabendo ao Fundo o exercício da opção de venda.",0.1455,0.1679,17.209.378/0001-00
,2017-12-31,1,Unidade 2109 - NUN Vila Nova,"Avenida Santo Amaro, nº 604 - São Paulo",2017-12-29,52.88,1.0,Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças,0.0062,0.0072,17.209.378/0001-00
,2017-06-30,1,SÃO JOÃO DE MERETI,"Avenida Automóvel Club, no 1065, Centro, São João de Meriti - RJ",2017-05-30,14534.31,1.0,Galpão de uso geral. Está posicionado a uma distância aproximada de 200m da Rodovia Presidente Dutra.,1.0,0.218,17.655.102/0001-48
,2017-06-30,1,IMÓVEL SANTA CRUZ,"AVENIDA ANTARES nº 2346, Lote 1, PAL 43121 - Rio de Janeiro - RJ",2017-04-18,124150.0,1.0,Não há.,1.0,0.5381,17.655.102/0001-48
,2017-03-31,1,Visage Arena 801,"Rua 52, quadra B-10, lote 07, Jardim Goiás, Goiânia, Goiás",2016-11-16,77.76,,,0.0118,0.0114,18.497.672/0001-10
,2017-03-31,1,Visage Arena 2702,"Rua 52, quadra B-10, lote 07, Jardim Goiás, Goiânia, Goiás",2017-10-01,78.39,,,0.0109,0.0182,18.497.672/0001-10
,2017-06-30,1,Lac de Rose 402,"Rua R-12, quadra R-21, lote 19, Setor Oeste, Goiânia, Goiás",2017-04-03,92.0745,,,0.027,0.0322,18.497.672/0001-10
,2017-03-31,1,Campo Grande,"Rua Campo Grande, 120 , Lote 08 do PAL 47.371 - Campo Grande - Rio de Janeiro - RJ",2017-01-17,9790.14,1.0,Predio Comercial,0.6984,0.622,18.579.302/0001-21
,2017-12-31,1,Ville Celestine - Residence Service 1201,"Rua Guaicui, 594, Luxemburgo, Belo horizonte.",2017-10-02,77.23,1.0,"Promessa de compra e venda da unidade 1201. A matricula da unidade é 140.509. A unidade tem área privativa real de 77,23m²",0.0209,0.0185,20.265.467/0001-70
,2017-09-30,1,Empreendimento Tijuca Royale - Unidade 604,"Rua Carvalho Alvim, 136 - Tijuca - Rio de Janeiro - RJ",2017-07-07,187.8,1.0,Nada a declarar.,0.008,0.008,22.646.161/0001-90
,2017-03-31,1,Condomínio VN Casa Alameda Campinas,"Alameda Campinas,708 - unidade 101 - São Paulo  - CEP: 01404-001",2017-03-31,50415.0,1.0,Condomínio VN Casa Alameda Campinas,0.083,0.053,22.888.670/0001-29
,2017-06-30,1,Tag Décor- Unidade 163,"Rua General Chagas Santos, 277 a 241 - unidade 163 - São Paulo - CEP: 04146-050",2017-05-05,82211.0,1.0,Tag Décor- Unidade 163,0.059,0.042,22.888.670/0001-29
,2017-12-31,2,Pax Perdizes,"R. Urbanizadora, 232 -Apto 81 - Sumaré, São Paulo - SP, 01252-020",2017-11-01,55.0,1.0,Pax Perdizes,0.1617,0.0986,22.888.670/0001-29
,2017-03-31,1,Edifício Metro Office II,"Rua Butantã, nº 194, Pinheiros - São Paulo",2017-02-23,1322.906,4.0,"Imóvel correspondente as futuras unidades nº 31, 32,33 e 34 localizadas no 3º andar do imóvel, sendo que as unidades 32 e 33 farão jus ao uso de 6 vagas de garagem cada e as unidades 31 e 34 farão jus ao uso de 5 vagas de garagem cada.",0.638338159,0.821279439,26.132.504/0001-59
,2017-09-30,1,Condomínio San Gustavo,"Rua Marie Nade Calfat, nº 249, Jardim Ampliação - São Paulo, SP",2017-08-14,2301.5,18.0,Foi desfeita a compra,0.4251,0.3185,26.132.504/0001-59
,2017-03-31,1,Unidade 72,"Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP",,46.16,1.0,Predio Residencial,,,26.395.660/0001-02
,2017-03-31,1,Unidade 83,"Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP",,64.87,1.0,Predio Residencial,,,26.395.660/0001-02
,2017-03-31,1,Unidade  267,"Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP",,63.81,1.0,Predio Residencial,,,26.395.660/0001-02
,2017-12-29,2,ART-102,"Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP",2017-12-29,46.16,1.0,Helbor Paulista Art,0.00429,0.001686,26.395.660/0001-02
,2017-12-29,2,ART-116,"Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP",2017-12-29,64.03,1.0,Helbor Paulista Art,0.0062,0.002437,26.395.660/0001-02
,2017-12-29,2,ART-211,"Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP",2017-12-13,100.45,1.0,Helbor Paulista Art,0.006746,0.002652,26.395.660/0001-02
,2017-12-29,2,ART-241,"Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP",2017-12-13,46.84,1.0,Helbor Paulista Art,0.004862,0.001911,26.395.660/0001-02
,2017-12-31,3,Não aplicável,Não aplicável,1899-12-31,0.0,1.0,Não aplicável,0.0,0.0,28.152.272/0001-26
,2016-12-31,1,Due Capri,"Projeção ""C"" da  SQNW 307, do SHCNW, Brasília - DF",2016-10-14,246.0,8.0,Construção propia,0.0035,0.0012,01.235.622/0001-61
,2016-12-31,1,Due Murano,"Projeção ""D"" da  SQNW 307, do SHCNW, Brasília - DF",2016-10-27,242.0,6.0,Construção propia,0.34,0.0011,01.235.622/0001-61
,2016-12-31,1,Fusion,"Edifício ""Fusion Work & Live"" da quadra 01, do SH/Norte, Brasília - DF",2016-11-28,367.0,12.0,Construção propia,0.0038,0.0013,01.235.622/0001-61
,2016-12-31,1,Vision,"Bloco ""F"", do conjunto ""A"", do Edifício ""Fusion Work & Live"" da quadra 01, do SH/Norte, Brasília - DF",2016-10-27,637.0,20.0,Construção propia,0.0069,0.0023,01.235.622/0001-61
,2016-12-31,1,Le Quartier,"Bloco ""A"", do conjunto ""A"", do Edifício ""Fusion Work & Live"" da quadra 01, do SH/Norte, Brasília - DF",2016-12-01,27.0,1.0,Construção propia,0.0003,0.0001,01.235.622/0001-61
,2016-12-31,1,Innovitá,"Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ",2016-11-30,65.0,1.0,Aquisição de unidades prontas,0.0008,0.0003,01.235.622/0001-61
,2016-12-31,1,Gift,"Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ",2016-12-26,350.0,5.0,Construção propia,0.0036,0.0012,01.235.622/0001-61
,2016-12-31,1,Seasons,"Estrada dos Bandeirantes, 5837 - Jacarepaguá - Rio de Janeiro - RJ",2016-11-16,59.0,1.0,Aquisição de unidades prontas,0.0005,0.0002,01.235.622/0001-61
,2016-12-31,1,Riserva,"Rua Constante Sodré, 1313 - Praia do Canto, Vitória - ES",2016-11-08,321.0,2.0,Aquisição de unidades prontas,0.0046,0.0015,01.235.622/0001-61
,2016-12-31,1,Dação Allegro,-,2016-11-22,70.0,1.0,Aquisição de unidades prontas,0.0006,0.0002,01.235.622/0001-61
,2016-12-31,1,não aplicavel,não aplicavel,1899-12-31,0.0,1.0,,0.0,0.0,07.583.627/0001-61
,2016-12-31,2,Atrium IV - Cjs 101 a 104,"Rua Helena, 260 - São Paulo - SP",2016-11-23,1019.34,4.0,-,0.002358,0.0024,09.072.017/0001-29
,2016-12-31,2,"Av. República do Chile, 230","Av. República do Chile, 230, Sala 1901, Freguesia de São José, Rio de Janeiro",2016-12-27,,1.0,"Av. República do Chile, 230",1.2153,0.1544,12.323.955/0001-69
,2016-12-31,1,Reve Leblon,"Av. Visconde de Albuqurque, 552",2016-11-16,82.23,1.0,Apartamento de 2 quartos,0.028754,0.026085,14.056.001/0001-62
,2016-12-31,1,Reve Leblon,"Av. Visconde de Albuqurque, 552",2016-11-01,145.36,1.0,Cobertura,0.045943,0.04168,14.056.001/0001-62
,2016-12-31,1,Unidade 1703 - Torre I do Urban Resort,(Rua Vitória e Praça Júlio de Mesquita - São Paulo),2016-10-15,41.0,1.0,Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças,0.0025,0.0024,17.209.378/0001-00
,2016-12-31,1,Visage Arena 801,"Rua 52, quadra B-10, lote 07, Jardim Goiás, Goiânia, Goiás",2016-11-16,77.76,1.0,,1.18,1.14,18.497.672/0001-10
,2016-12-31,2,Condomínio #Tag Decor#,"Rua General Chagas Santos, 227 a 241, unidade 162, Bairro da Saúde, São Paulo",2016-11-23,80309.0,1.0,Condomínio #Tag Decor#,0.0661,0.0516,22.888.670/0001-29
,2016-12-31,2,Condomínio Pax Perdizes,"Rua Urbanizadora, 232, unidade 81,  Bairro de Perdizes, São Paulo",2016-12-28,136196.0,1.0,Condomínio Pax Perdizes,0.1398,0.1028,22.888.670/0001-29
,2018-03-29,3,Allegro,"Av. Adalberto Simão Nader, 117, Mata da Praia, Vitória - ES",2018-03-29,341.62,3.0,Construção própria,0.029722,0.0005,01.235.622/0001-61
,2018-03-29,3,Due Capri,"Projeção ""C"" da  SQNW 307, do SHCNW, Brasília - DF",2018-03-29,61.54,3.0,Construção própria,0.013008,0.0003,01.235.622/0001-61
,2018-03-29,3,Due Murano,"Projeção ""D"" da  SQNW 307, do SHCNW, Brasília - DF",2018-03-29,151.35,5.0,Construção própria,0.021927,0.0023,01.235.622/0001-61
,2018-03-29,3,Fusion,"Bloco ""D"", do conjunto ""A"", do Edifício ""Fusion Work & Live"" da quadra 01, do SH/Norte, Brasília - DF",2018-03-29,202.36,4.0,Construção própria,0.0184,0.0024,01.235.622/0001-61
,2018-03-29,3,Gift,"Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ",2018-03-29,326.36,4.0,Aquisição de unidades prontas,0.02775,0.0006,01.235.622/0001-61
,2018-03-29,3,Riserva,"Rua Constante Sodré, 1313 - Praia do Canto, Vitória - ES",2018-03-29,672.52,4.0,Construção própria,0.097153,0.001,01.235.622/0001-61
,2018-03-29,3,Vision,"Bloco ""F"", do conjunto ""A"", do Edifício ""Fusion Work & Live"" da quadra 01, do SH/Norte, Brasília - DF",2018-03-29,213.88,8.0,Construção própria,0.018242,0.0015,01.235.622/0001-61
,2018-03-29,3,Highline Square,"Rua José Alexandre Buaiz, 230, Enseada do Suá, Vitória - ES",2018-03-29,3220.0,89.0,Construção própria,0.33784,0.002,01.235.622/0001-61
,2018-03-29,3,Park Square,"Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói",2018-03-29,203.32,2.0,Aquisição de unidades prontas,0.022431,0.0099,01.235.622/0001-61
,2018-06-29,2,Arete,"Praia Rasa, Buzios - RJ",2018-06-29,2056.0,9.0,Construção própria,0.178497,0.006426,01.235.622/0001-61
,2018-06-29,2,Due Capri,"Projeção ""C"" da  SQNW 307, do SHCNW, Brasília - DF",2018-06-29,34.12,1.0,Construção própria,0.004639,0.000167,01.235.622/0001-61
,2018-06-29,2,Due Murano,"Projeção ""D"" da  SQNW 307, do SHCNW, Brasília - DF",2018-06-29,34.15,1.0,Construção própria,0.004693,0.000169,01.235.622/0001-61
,2018-06-29,2,Fusion,"Bloco ""D"", do conjunto ""A"", do Edifício ""Fusion Work & Live"" da quadra 01, do SH/Norte, Brasília - DF",2018-06-29,76.06,2.0,Construção própria,0.006404,0.000231,01.235.622/0001-61
,2018-06-29,2,Gift,"Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ",2018-06-29,232.59,3.0,Aquisição de unidades prontas,0.019649,0.000707,01.235.622/0001-61
,2018-06-29,2,Innovita,"Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ",2018-06-29,315.92,2.0,Construção própria,0.024958,0.000899,01.235.622/0001-61
,2018-06-29,2,Riserva,"Rua Constante Sodré, 1313 - Praia do Canto, Vitória - ES",2018-06-29,160.64,1.0,Construção própria,0.021042,0.000758,01.235.622/0001-61
,2018-06-29,2,Estoque Diversos,"Av. Carlos Moreira Lima, nº 460, Vitória-ES /  Av. Central, nº 265, Colinas de Laranjeiras, Serra-ES / Rua Dona Tereza Cristina, no. 179, Colinas de Laranjeiras, Município da Serra/ES",2018-06-29,167.74,1.0,Construção própria,0.007778,0.00028,01.235.622/0001-61
,2018-06-29,2,Vision,"Bloco ""F"", do conjunto ""A"", do Edifício ""Fusion Work & Live"" da quadra 01, do SH/Norte, Brasília - DF",2018-06-29,85.08,1.0,Aquisição de unidades prontas,0.004671,0.000168,01.235.622/0001-61
,2018-06-29,2,Highline Square,"Rua José Alexandre Buaiz, 230, Enseada do Suá, Vitória - ES",2018-06-29,1761.43,20.0,Construção própria,0.223697,0.008053,01.235.622/0001-61
,2018-06-29,2,Park Square,"Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói",2018-06-29,710.16,5.0,Aquisição de unidades prontas,0.063641,0.002291,01.235.622/0001-61
,2018-09-28,3,Arete,"Praia Rasa, Buzios - RJ",2018-09-28,2.0,954.0,Construção própria,0.003175,0.000961,01.235.622/0001-61
,2018-09-28,3,Ícono Parque,"Rua do Pinheiro 50, Flamengo, Rio de Janeiro - RJ",2018-09-28,158.0,12530.0,Construção própria,0.240098,0.072712,01.235.622/0001-61
,2018-09-28,3,Due Murano,"Projeção ""D"" da  SQNW 307, do SHCNW, Brasília - DF",2018-09-28,3.0,99.0,Construção própria,0.001548,0.000469,01.235.622/0001-61
,2018-09-28,3,Gift,"Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ",2018-09-28,11.0,872.0,Aquisição de unidades prontas,0.008014,0.002427,01.235.622/0001-61
,2018-09-28,3,Riserva,"Rua Constante Sodré, 1313 - Praia do Canto, Vitória - ES",2018-09-28,12.0,2018.0,Construção própria,0.029315,0.008878,01.235.622/0001-61
,2018-09-28,3,Highline,"R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",2018-09-28,33.0,2200.0,Construção própria,0.027945,0.008463,01.235.622/0001-61
,2018-09-28,3,Thai Condominium Club,"Rua Antero Manoel de Sá Filho, 191, Recreio, Rio de Janeiro - RJ",2018-09-28,1.0,181.0,Aquisição de unidades prontas,0.001092,0.000331,01.235.622/0001-61
,2018-09-28,3,SEASONS,"Estrada dos Bandeirantes, 5837 - Jacarepaguá - Rio de Janeiro - RJ",2018-09-28,2.0,2.0,Aquisição de unidades prontas,0.00092,0.000278,01.235.622/0001-61
,2018-12-31,3,Allegro,"Av. Adalberto Simão Nader, 117, Mata da Praia, Vitória - ES",2018-12-31,532.2,4.0,Construção própia,0.007259,0.001548,01.235.622/0001-61
,2018-12-31,3,Highline,"R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",2018-12-31,1504.19,22.0,Construção própia,0.030631,0.00653,01.235.622/0001-61
,2018-12-31,3,Estoque Diversos,"Av. Carlos Moreira Lima, nº 460, Vitória-ES /  Av. Central, nº 265, Colinas de Laranjeiras, Serra-ES / Rua Dona Tereza Cristina, no. 179, Colinas de Laranjeiras, Município da Serra/ES",2018-12-31,102.68,1.0,Aquisição de unidades prontas,0.000564,0.00012,01.235.622/0001-61
,2018-12-31,3,Le Quartier,"Bloco ""A"", do conjunto ""A"", do Edifício ""Fusion Work & Live"" da quadra 01, do SH/Norte, Brasília - DF",2018-12-31,20863.61,236.0,Construção própia,0.5,0.106598,01.235.622/0001-61
,2018-12-31,3,Fusion,"Bloco ""D"", do conjunto ""A"", do Edifício ""Fusion Work & Live"" da quadra 01, do SH/Norte, Brasília - DF",2018-12-31,204.83,3.0,Construção própia,0.001859,0.000396,01.235.622/0001-61
,2018-12-31,3,Gift,"Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ",2018-12-31,99.71,1.0,Construção própia,0.001388,0.000296,01.235.622/0001-61
,2018-12-31,3,Innovitá,"Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ",2018-12-31,221.5,2.0,Aquisição de unidades prontas,0.002879,0.000614,01.235.622/0001-61
,2018-12-31,3,Park Square,"Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói",2018-12-31,277.8,3.0,Aquisição de unidades prontas,0.004656,0.000993,01.235.622/0001-61
,2018-12-31,3,Aretê,"Praia Rasa, Buzios - RJ",2018-12-31,1749.76,3.0,Construção própia,0.007837,0.001671,01.235.622/0001-61
,2018-12-31,3,Icono Parque,"Rua Machado de Assis, 40",2018-12-31,13548.62,159.0,Construção própia,0.390977,0.083354,01.235.622/0001-61
,2018-12-31,3,Due Capri,"Projeção ""C"" da  SQNW 307, do SHCNW, Brasília - DF",2018-12-31,160.19,3.0,Construção própia,0.002156,0.00046,01.235.622/0001-61
,2018-12-31,3,Due Murano,"Projeção ""D"" da  SQNW 307, do SHCNW, Brasília - DF",2018-12-31,174.14,6.0,Construção própia,0.004552,0.00097,01.235.622/0001-61
,2018-12-31,3,Tijuca All Ways,"Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ",2018-12-31,2287.99,29.0,Construção própia,0.045241,0.009645,01.235.622/0001-61
,2018-03-31,1,Não Aplicavel,0,1899-12-31,0.0,1.0,0,0.0,0.0,07.583.627/0001-61
,2018-06-30,1,Não Aplicavel,0,1899-12-31,0.0,1.0,0,0.0,0.0,07.583.627/0001-61
,2018-09-30,1,Não Aplicavel,0,1899-12-31,0.0,1.0,0,0.0,0.0,07.583.627/0001-61
,2018-12-31,1,Não Aplicavel,0,1899-12-31,0.0,1.0,0,0.0,0.0,07.583.627/0001-61
,2018-12-31,1,CPK - Shopping Parque Dom Pedro,Av. Guilherme Campos - Bloco 1B (EUC A-013),2018-12-21,3322.42,1.0,Não possui caracteristicas que destoem dos demais,0.01476,0.009415,08.098.114/0001-28
,2018-03-31,1,Ibis Congonhas,"Rua Baronesa de Bela Vista,801 apto 617",2018-01-12,24.98,1.0,Ibis Congonhas,0.000957,0.000971,08.706.065/0001-69
,2018-03-31,1,Ibis Budget Jardins,"Av. Nove de Julho,3957 - Apto 807",2018-03-01,12.72,1.0,Ibis Budget Jardins,0.000369,0.000373,08.706.065/0001-69
,2018-03-31,1,Ibis Budget Jardins,"Av. Nove de Julho,3957 - Apto 1017",2018-01-18,12.72,1.0,Ibis Budget Jardins,0.000341,0.000346,08.706.065/0001-69
,2018-09-28,1,Blue Tree Faria Lima,"Av. Briga Faria Lima, 3989 - unidade 1604",2018-08-02,28.08,1604.0,Fundo de Renda,0.2242,0.1088,08.706.065/0001-69
,2018-09-28,1,Ibis Budget Jardins,"Av. Nove de Julho, 3957 - unidade 1115",2018-08-28,12.72,1115.0,Fundo de Renda,0.0595,0.0289,08.706.065/0001-69
,2018-09-28,1,Ibis Budget Jardins,"Av. Nove de Julho, 3957 - unidade 1321",2018-09-19,12.72,1321.0,Fundo de Renda,0.0623,0.0302,08.706.065/0001-69
,2018-12-31,2,Ibis Budget Jardins - 215,"Av. Nove de Julho, 3957. São Paulo",2018-10-08,12.72,1.0,Direito de Propriedade,0.000678,0.000329,08.706.065/0001-69
,2018-12-31,2,Blue Tree Faria Lima - unid 808,"Av. Brigadeiro Faria lima, 3989. São Paulo.",2018-10-08,25.82,1.0,Direito de Propriedade,0.002279,0.001104,08.706.065/0001-69
,2018-12-31,2,Ibis Budget Jardins - und 713,"Av. Nove de Julho, 3957. São Paulo",2018-10-11,12.72,1.0,Direito de Propriedade,0.000678,0.000329,08.706.065/0001-69
,2018-12-31,2,Ibis São Paulo Paulista - 712,"Rua da Consolação, 2303. São Paulo",2018-11-23,12.72,1.0,Direito de Propriedade,0.001765,0.000853,08.706.065/0001-69
,2018-12-31,2,Intercity Nações Unidas 403,"Rua Fernandes Moreira, 1372. São Paulo",2018-11-26,25.35,1.0,Direito de Propriedade,0.000681,0.000329,08.706.065/0001-69
,2018-12-31,2,Intercity Nações Unidas 511,"Rua Fernandes Moreira, 1372. São Paulo",2018-12-12,25.35,1.0,Direito de Propriedade,0.000877,0.00424,08.706.065/0001-69
,2018-12-31,2,Intercity Nações Unidas 1201,"Rua Fernandes Moreira, 1372. São Paulo",2018-12-06,25.35,1.0,Direito de Propriedade,0.000927,0.000449,08.706.065/0001-69
,2018-12-31,2,Meliá Jardim Europa 413,"Rua João Cachoeira, 111. São Paulo",2018-12-07,33.82,1.0,Direito de Propriedade,0.001657,0.000801,08.706.065/0001-69
,2018-03-31,1,Edifício Brasilinterpart,"Av. das Nações Unidas, 11633, SP",2018-03-07,887.0,4.0,,1.3,0.09919,10.456.810/0001-00
,2018-06-29,1,Sítio Porteira de Ferro,"Morro Torto, Indaiatuba - SP",2018-05-16,167068.0,1.0,Nenhuma característica relevante.,0.143098,0.100405362406659,11.268.335/0001-01
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-03-21,58.02,1.0,"TORRE 1, 22",0.005486,0.003761,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-03-14,56.19,1.0,"TORRE 1, 113",0.005486,0.003745,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-03-08,58.02,1.0,"TORRE 1, 145",0.005486,0.003808,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-01-29,58.02,1.0,"TORRE 2, 52",0.005486,0.003471,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-03-12,56.19,1.0,"TORRE 2, 66",0.005486,0.003593,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-02-21,56.19,1.0,"TORRE 2, 83",0.005486,0.003359,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-03-26,56.19,1.0,"TORRE 2, 146",0.005486,0.00338,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-03-07,56.19,1.0,"TORRE 3, 146",0.005486,0.003672,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-02-27,58.02,1.0,"TORRE 4, 24",0.005486,0.003412,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-02-26,58.02,1.0,"TORRE 4, 25",0.005486,0.003781,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-03-20,58.02,1.0,"TORRE 4, 32",0.005486,0.003781,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-03-26,58.02,1.0,"TORRE 4, 34",0.005486,0.003781,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-02-20,58.02,1.0,"TORRE 4, 42",0.005486,0.003502,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-03-21,56.19,1.0,"TORRE 4, 43",0.005486,0.003614,11.945.604/0001-27
,2018-03-31,1,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2018-02-08,56.19,1.0,"TORRE 4, 83",0.005486,0.003337,11.945.604/0001-27
,2018-03-31,1,Empreendimento Elizabeta Lips,"Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo",2018-01-18,102.63,1.0,"TORRE 2, 5",0.00751,0.004378,11.945.604/0001-27
,2018-03-31,1,Empreendimento Elizabeta Lips,"Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo",2018-02-20,76.93,1.0,"TORRE 2, 62",0.00751,0.005138,11.945.604/0001-27
,2018-03-31,1,Empreendimento Elizabeta Lips,"Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo",2018-02-01,76.93,1.0,"TORRE 2, 85",0.00751,0.004423,11.945.604/0001-27
